InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
464385,SKU_1096,USB Cable,-22,2023-08-22 21:00:00.000000 UTC,-47.35,,Spain,0.22,Bank Transfer,,Stationery,In-store,Not Returned,FedEx,,Low
324540,SKU_1911,T-shirt,-22,2022-12-16 21:00:00.000000 UTC,-2.69,,United States,1.3644470450157518,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
411356,SKU_1941,Office Chair,-22,2022-05-19 23:00:00.000000 UTC,-7.38,,Germany,0.42,Credit Card,,Accessories,In-store,Not Returned,DHL,,Low
715937,SKU_1868,Blue Pen,-22,2020-08-02 16:00:00.000000 UTC,64.47,,Belgium,0.29,Credit Card,,Apparel,In-store,Returned,FedEx,,Low
406901,SKU_1346,Headphones,-22,2020-09-22 06:00:00.000000 UTC,-66.36,,United Kingdom,1.9286002084150511,paypall,,Apparel,Online,Not Returned,FedEx,,Low
338245,SKU_1741,Wall Clock,-22,2020-09-30 04:00:00.000000 UTC,-44.76,,Italy,1.2170858452667863,paypall,,Accessories,In-store,Not Returned,UPS,,Low
561149,SKU_1756,Headphones,-22,2024-07-25 04:00:00.000000 UTC,-33.15,,Sweden,1.8895636471444415,Credit Card,,Accessories,Online,Not Returned,UPS,,Low
752192,SKU_1852,Wall Clock,-22,2021-02-17 13:00:00.000000 UTC,53.66,,United States,0.27,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Low
345907,SKU_1120,USB Cable,-22,2023-11-29 23:00:00.000000 UTC,15.77,,France,0.08,Credit Card,,Apparel,Online,Not Returned,FedEx,,Low
166446,SKU_1948,Wireless Mouse,-22,2021-09-14 07:00:00.000000 UTC,-11.92,,United States,1.263762093916744,paypall,,Stationery,Online,Not Returned,UPS,,Low
226866,SKU_1172,Office Chair,-22,2022-08-07 05:00:00.000000 UTC,-69.53,,Germany,1.2270459391274269,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Low
269198,SKU_1529,Notebook,-22,2024-08-04 01:00:00.000000 UTC,-57.51,,Germany,0.41,paypall,,Apparel,In-store,Not Returned,DHL,,Low
518208,SKU_1401,Office Chair,-22,2025-02-06 22:00:00.000000 UTC,-15.75,,Belgium,1.9411227311544574,Credit Card,,Accessories,In-store,Not Returned,UPS,,Low
473519,SKU_1100,USB Cable,-22,2021-08-07 07:00:00.000000 UTC,-71.28,,Spain,1.5514477361211352,Credit Card,,Accessories,Online,Not Returned,DHL,,Medium
541690,SKU_1904,Office Chair,-22,2024-10-03 21:00:00.000000 UTC,-79.34,,Germany,0.06,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,Medium
930925,SKU_1336,USB Cable,-22,2023-03-08 00:00:00.000000 UTC,6.18,,Belgium,0.18,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,Medium
221292,SKU_1478,Wall Clock,-22,2021-06-11 11:00:00.000000 UTC,-19.61,,Italy,1.6115077774593,paypall,,Furniture,Online,Not Returned,UPS,,Medium
848072,SKU_1952,Notebook,-22,2023-03-06 18:00:00.000000 UTC,30.5,,Italy,0.25,Credit Card,,Stationery,In-store,Not Returned,UPS,,Medium
910537,SKU_1112,Wall Clock,-22,2025-06-30 21:00:00.000000 UTC,28.15,,Portugal,0.43,Bank Transfer,,Furniture,Online,Not Returned,FedEx,,Medium
211153,SKU_1107,Wireless Mouse,-22,2022-01-29 08:00:00.000000 UTC,21.28,,Italy,0.35,paypall,,Electronics,In-store,Not Returned,UPS,,Medium
177538,SKU_1842,White Mug,-22,2024-04-08 15:00:00.000000 UTC,-38.68,,Germany,0.22,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,Medium
530192,SKU_1592,Office Chair,-22,2020-06-30 04:00:00.000000 UTC,43.42,,France,0.44,paypall,,Furniture,In-store,Returned,Royal Mail,,Medium
815706,SKU_1391,Blue Pen,-22,2024-12-18 08:00:00.000000 UTC,42.78,,Netherlands,0.03,Credit Card,,Furniture,In-store,Not Returned,DHL,,Medium
283328,SKU_1776,Blue Pen,-22,2022-07-21 17:00:00.000000 UTC,-88.22,,France,1.39558915601534,paypall,,Stationery,Online,Not Returned,FedEx,,Medium
496713,SKU_1540,Blue Pen,-22,2022-09-29 08:00:00.000000 UTC,-94.3,,Australia,1.9989456620945152,paypall,,Furniture,In-store,Not Returned,UPS,,Medium
877006,SKU_1892,Wireless Mouse,-22,2023-08-24 15:00:00.000000 UTC,-9.78,,Spain,0.49,Credit Card,,Furniture,Online,Returned,FedEx,,Medium
651763,SKU_1869,USB Cable,-22,2024-04-05 19:00:00.000000 UTC,-16.31,,Sweden,1.9940460843816037,paypall,,Electronics,In-store,Not Returned,UPS,,Medium
976332,SKU_1423,Headphones,-22,2021-08-29 21:00:00.000000 UTC,72.25,,Norway,0.27,Credit Card,,Accessories,In-store,Not Returned,FedEx,,Medium
338657,SKU_1093,Wireless Mouse,-22,2020-11-13 05:00:00.000000 UTC,-95.36,,Belgium,1.2157655686132061,paypall,,Apparel,Online,Not Returned,UPS,,Medium
347117,SKU_1954,Desk Lamp,-22,2022-08-20 06:00:00.000000 UTC,-15.35,,Belgium,1.9864511932774978,paypall,,Stationery,In-store,Not Returned,UPS,,Medium
576055,SKU_1110,Blue Pen,-21,2020-11-02 21:00:00.000000 UTC,75.8,,United Kingdom,0.06,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,High
406773,SKU_1028,Headphones,-21,2020-05-25 14:00:00.000000 UTC,56.92,,Netherlands,0.08,Credit Card,,Electronics,In-store,Not Returned,DHL,,High
381080,SKU_1323,Desk Lamp,-21,2023-08-30 03:00:00.000000 UTC,-33.09,,United States,1.2319625810578883,Bank Transfer,,Furniture,Online,Not Returned,DHL,,High
845708,SKU_1737,USB Cable,-21,2023-05-17 05:00:00.000000 UTC,-28.96,,Italy,0.04,paypall,,Furniture,Online,Not Returned,Royal Mail,,High
402039,SKU_1186,Backpack,-21,2020-12-17 16:00:00.000000 UTC,90.82,,Sweden,0.04,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,High
980392,SKU_1224,Headphones,-21,2023-03-15 12:00:00.000000 UTC,15.16,,Portugal,0.34,paypall,,Electronics,In-store,Not Returned,UPS,,High
175764,SKU_1005,Blue Pen,-21,2023-12-30 02:00:00.000000 UTC,-79.04,,Sweden,0.11,Credit Card,,Electronics,In-store,Not Returned,FedEx,,High
741062,SKU_1478,Wireless Mouse,-21,2024-11-29 20:00:00.000000 UTC,-5.11,,United Kingdom,1.9668391470941717,Credit Card,,Accessories,Online,Not Returned,DHL,,High
358821,SKU_1506,Desk Lamp,-21,2025-08-19 14:00:00.000000 UTC,-68.71,,Norway,0.49,paypall,,Accessories,In-store,Not Returned,UPS,,High
423763,SKU_1726,Backpack,-21,2025-08-04 14:00:00.000000 UTC,81.38,,Norway,0.04,paypall,,Apparel,Online,Not Returned,Royal Mail,,High
813537,SKU_1101,Desk Lamp,-21,2022-04-25 03:00:00.000000 UTC,-89.42,,Sweden,1.8831733518702405,Credit Card,,Electronics,In-store,Not Returned,DHL,,High
399459,SKU_1303,Backpack,-21,2023-11-20 06:00:00.000000 UTC,-70.62,,United States,0.37,paypall,,Accessories,Online,Not Returned,UPS,,High
451296,SKU_1036,Wall Clock,-21,2020-04-15 08:00:00.000000 UTC,-73.97,,Netherlands,1.2302535514643926,Credit Card,,Stationery,In-store,Not Returned,Royal Mail,,High
726978,SKU_1003,USB Cable,-21,2025-05-01 20:00:00.000000 UTC,55.11,,Norway,0.43,Credit Card,,Apparel,Online,Not Returned,FedEx,,High
562441,SKU_1048,Desk Lamp,-21,2023-01-04 02:00:00.000000 UTC,-35.66,,United States,1.5152509324132364,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,High
336478,SKU_1710,T-shirt,-21,2024-09-17 04:00:00.000000 UTC,-97.98,,Belgium,1.4479467541533975,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,High
125301,SKU_1294,Wall Clock,-21,2022-01-28 17:00:00.000000 UTC,-61.76,,Norway,1.0793574897593623,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,High
894939,SKU_1375,Blue Pen,-21,2024-01-08 07:00:00.000000 UTC,61.08,,Spain,0.43,Credit Card,,Accessories,Online,Not Returned,DHL,,High
495350,SKU_1485,Headphones,-21,2024-12-07 23:00:00.000000 UTC,-1.67,,Norway,0.44,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,High
319589,SKU_1492,Backpack,-21,2022-05-07 02:00:00.000000 UTC,-97.82,,Netherlands,1.1275109945161526,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,High
831989,SKU_1438,Blue Pen,-21,2023-12-05 22:00:00.000000 UTC,-87.72,,Germany,1.3726584933132195,Bank Transfer,,Furniture,In-store,Not Returned,FedEx,,High
433411,SKU_1259,Desk Lamp,-21,2025-01-09 16:00:00.000000 UTC,-79.67,,Germany,0.35,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,Low
343082,SKU_1868,White Mug,-21,2024-08-23 00:00:00.000000 UTC,17.36,,Germany,0.42,Credit Card,,Electronics,In-store,Not Returned,DHL,,Low
728420,SKU_1482,White Mug,-21,2022-01-31 11:00:00.000000 UTC,-11.43,,France,1.3065802417420609,Credit Card,,Stationery,Online,Not Returned,DHL,,Low
739378,SKU_1246,White Mug,-21,2024-08-20 15:00:00.000000 UTC,16.4,,Italy,0.09,Bank Transfer,,Electronics,In-store,Not Returned,FedEx,,Low
238944,SKU_1719,Headphones,-21,2024-11-26 20:00:00.000000 UTC,-51.02,,United States,1.2088376675550183,paypall,,Furniture,Online,Not Returned,UPS,,Low
820841,SKU_1454,Blue Pen,-21,2023-05-04 20:00:00.000000 UTC,-73.57,,Norway,0.22,Bank Transfer,,Stationery,Online,Not Returned,DHL,,Low
823500,SKU_1568,Blue Pen,-21,2024-02-12 23:00:00.000000 UTC,76.36,,Netherlands,0.4,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Low
776044,SKU_1898,T-shirt,-21,2021-06-04 07:00:00.000000 UTC,-64.5,,Spain,1.1449026082265155,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Low
289576,SKU_1040,Blue Pen,-21,2023-12-26 16:00:00.000000 UTC,42.04,,Italy,0.48,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,Low
571301,SKU_1597,Headphones,-21,2025-05-16 03:00:00.000000 UTC,41.49,,Portugal,0.32,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
790955,SKU_1519,T-shirt,-21,2020-09-03 04:00:00.000000 UTC,31.86,,Norway,0.24,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,Low
326713,SKU_1998,Office Chair,-21,2023-03-14 21:00:00.000000 UTC,-85.45,,Sweden,1.2029050490829007,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Low
390144,SKU_1893,Headphones,-21,2021-11-22 00:00:00.000000 UTC,-98.22,,Germany,1.253123633790755,Credit Card,,Stationery,In-store,Not Returned,DHL,,Low
887356,SKU_1645,White Mug,-21,2020-11-08 15:00:00.000000 UTC,-78.85,,Spain,1.4991416364477803,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Low
259098,SKU_1214,Notebook,-21,2025-03-06 17:00:00.000000 UTC,-77.97,,Spain,1.3225387253791436,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
882697,SKU_1124,Notebook,-21,2024-04-16 04:00:00.000000 UTC,-20.23,,Belgium,1.3037323751353957,paypall,,Stationery,Online,Returned,DHL,,Low
881160,SKU_1863,Office Chair,-21,2021-10-17 04:00:00.000000 UTC,-39.64,,France,1.1651016856834673,paypall,,Furniture,In-store,Not Returned,DHL,,Low
438837,SKU_1804,White Mug,-21,2023-03-15 21:00:00.000000 UTC,43.55,,France,0.35,paypall,,Accessories,Online,Not Returned,FedEx,,Low
782083,SKU_1923,Blue Pen,-21,2022-09-27 18:00:00.000000 UTC,-45.33,,Australia,1.7429796168290874,paypall,,Apparel,Online,Returned,FedEx,,Low
778758,SKU_1983,Wall Clock,-21,2020-04-02 02:00:00.000000 UTC,-98.33,,France,0.13,Credit Card,,Apparel,In-store,Not Returned,DHL,,Low
174071,SKU_1627,Desk Lamp,-21,2020-05-26 15:00:00.000000 UTC,50.54,,Norway,0.13,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low
518235,SKU_1979,USB Cable,-21,2024-06-03 00:00:00.000000 UTC,-58.73,,Sweden,1.6788157553521454,Credit Card,,Stationery,Online,Not Returned,DHL,,Low
195660,SKU_1894,Wireless Mouse,-21,2023-08-05 05:00:00.000000 UTC,13.59,,France,0.36,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
794524,SKU_1997,Backpack,-21,2023-10-05 04:00:00.000000 UTC,-82.88,,Belgium,0.2,paypall,,Apparel,Online,Not Returned,FedEx,,Low
659073,SKU_1877,Backpack,-21,2020-10-09 01:00:00.000000 UTC,48.57,,Germany,0.01,Bank Transfer,,Stationery,Online,Not Returned,DHL,,Low
620880,SKU_1254,T-shirt,-21,2023-05-16 05:00:00.000000 UTC,-19.59,,Belgium,1.3481081736245166,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Medium
633090,SKU_1049,Blue Pen,-21,2020-11-30 04:00:00.000000 UTC,-66.64,,Australia,1.0368156595476021,paypall,,Accessories,Online,Not Returned,Royal Mail,,Medium
850550,SKU_1617,T-shirt,-21,2023-03-04 10:00:00.000000 UTC,-2.12,,Norway,1.314145432551217,Bank Transfer,,Furniture,In-store,Returned,UPS,,Medium
887567,SKU_1708,Desk Lamp,-21,2022-11-13 20:00:00.000000 UTC,25.29,,Belgium,0.15,Bank Transfer,,Stationery,Online,Returned,FedEx,,Medium
833456,SKU_1630,Blue Pen,-21,2024-05-17 19:00:00.000000 UTC,-29.73,,Spain,0.23,paypall,,Accessories,Online,Not Returned,UPS,,Medium
108177,SKU_1025,Blue Pen,-21,2022-06-06 09:00:00.000000 UTC,-28.13,,United States,0.1,Credit Card,,Stationery,In-store,Not Returned,UPS,,Medium
297894,SKU_1943,Notebook,-21,2025-07-09 08:00:00.000000 UTC,-18.62,,Germany,1.1494680411183396,Bank Transfer,,Stationery,Online,Not Returned,FedEx,,Medium
662653,SKU_1020,Wireless Mouse,-21,2024-09-04 21:00:00.000000 UTC,86.72,,Italy,0.0,Bank Transfer,,Accessories,Online,Returned,FedEx,,Medium
508313,SKU_1339,Wall Clock,-21,2025-05-02 18:00:00.000000 UTC,-33.27,,Sweden,0.01,Credit Card,,Apparel,Online,Not Returned,UPS,,Medium
974168,SKU_1352,Wireless Mouse,-21,2021-01-23 12:00:00.000000 UTC,-73.9,,Sweden,1.8892831205235585,Credit Card,,Furniture,In-store,Not Returned,DHL,,Medium
100290,SKU_1850,USB Cable,-21,2024-01-12 22:00:00.000000 UTC,13.23,,Spain,0.32,Bank Transfer,,Accessories,In-store,Returned,DHL,,Medium
751631,SKU_1574,White Mug,-21,2022-10-04 21:00:00.000000 UTC,-28.19,,France,1.0560449379597565,Credit Card,,Furniture,In-store,Returned,Royal Mail,,Medium
459625,SKU_1165,White Mug,-21,2023-01-18 04:00:00.000000 UTC,-36.12,,Norway,0.08,Bank Transfer,,Furniture,In-store,Not Returned,FedEx,,Medium
857861,SKU_1743,Notebook,-21,2022-07-04 22:00:00.000000 UTC,-82.31,,Sweden,1.6712775873436123,Credit Card,,Accessories,Online,Not Returned,Royal Mail,,Medium
300887,SKU_1836,Notebook,-20,2022-10-09 20:00:00.000000 UTC,-92.11,,United Kingdom,0.35,Bank Transfer,,Stationery,In-store,Returned,FedEx,,High
345739,SKU_1034,T-shirt,-20,2023-03-05 21:00:00.000000 UTC,46.98,,Australia,0.32,Credit Card,,Accessories,Online,Not Returned,DHL,,High
821561,SKU_1773,Blue Pen,-20,2023-02-17 04:00:00.000000 UTC,-66.34,,Italy,1.4986689539749745,paypall,,Furniture,In-store,Not Returned,UPS,,High
524149,SKU_1730,Office Chair,-20,2020-05-27 13:00:00.000000 UTC,31.16,,Netherlands,0.11,Bank Transfer,,Furniture,Online,Not Returned,FedEx,,High
682004,SKU_1099,Wireless Mouse,-20,2020-04-18 01:00:00.000000 UTC,-67.32,,Sweden,0.03,paypall,,Stationery,In-store,Not Returned,FedEx,,High
298924,SKU_1742,Wall Clock,-20,2023-08-17 08:00:00.000000 UTC,-45.15,,France,1.5958845703304796,Credit Card,,Accessories,Online,Not Returned,UPS,,High
797247,SKU_1134,Blue Pen,-20,2022-09-15 12:00:00.000000 UTC,-81.79,,Netherlands,1.9841982932411821,Bank Transfer,,Apparel,In-store,Returned,Royal Mail,,High
920392,SKU_1578,Headphones,-20,2024-05-13 05:00:00.000000 UTC,-70.4,,Portugal,1.3372992542771098,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,High
919407,SKU_1909,Wall Clock,-20,2021-07-23 08:00:00.000000 UTC,-10.03,,Spain,1.2151297312903235,Credit Card,,Furniture,In-store,Not Returned,FedEx,,High
815879,SKU_1344,Notebook,-20,2020-10-22 16:00:00.000000 UTC,-54.77,,Portugal,0.33,Bank Transfer,,Stationery,Online,Not Returned,UPS,,High
462301,SKU_1438,Blue Pen,-20,2022-05-13 16:00:00.000000 UTC,-74.13,,Netherlands,1.0332102902696949,Credit Card,,Stationery,In-store,Not Returned,UPS,,Low
353564,SKU_1841,Notebook,-20,2021-04-28 05:00:00.000000 UTC,-40.57,,Italy,1.3463916611245001,paypall,,Stationery,Online,Not Returned,Royal Mail,,Low
370143,SKU_1186,Wireless Mouse,-20,2020-05-20 17:00:00.000000 UTC,-55.92,,United Kingdom,1.8912340432801982,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Low
741383,SKU_1768,Blue Pen,-20,2022-12-08 21:00:00.000000 UTC,-56.21,,United Kingdom,0.22,Credit Card,,Accessories,Online,Not Returned,DHL,,Low
805730,SKU_1441,White Mug,-20,2024-09-13 04:00:00.000000 UTC,-97.1,,Spain,0.21,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,Low
103679,SKU_1768,USB Cable,-20,2021-10-06 02:00:00.000000 UTC,73.21,,United Kingdom,0.04,paypall,,Electronics,Online,Not Returned,UPS,,Low
561531,SKU_1449,Notebook,-20,2022-02-04 19:00:00.000000 UTC,-26.42,,United States,1.4051335681762174,paypall,,Apparel,Online,Not Returned,DHL,,Low
232263,SKU_1352,Headphones,-20,2025-02-06 08:00:00.000000 UTC,-41.76,,United Kingdom,1.7507561129971771,paypall,,Stationery,Online,Not Returned,UPS,,Low
867285,SKU_1944,Wireless Mouse,-20,2020-04-01 05:00:00.000000 UTC,-85.81,,Norway,1.4270716434389914,paypall,,Accessories,In-store,Not Returned,UPS,,Low
992222,SKU_1739,Desk Lamp,-20,2025-01-02 06:00:00.000000 UTC,-83.43,,Italy,1.9191743776217474,Bank Transfer,,Furniture,In-store,Not Returned,Royal Mail,,Low
335365,SKU_1837,USB Cable,-20,2020-02-08 14:00:00.000000 UTC,19.75,,Belgium,0.28,Bank Transfer,,Furniture,Online,Not Returned,DHL,,Low
487952,SKU_1248,Notebook,-20,2020-02-19 04:00:00.000000 UTC,91.76,,Netherlands,0.04,paypall,,Furniture,In-store,Not Returned,UPS,,Low
187165,SKU_1605,Desk Lamp,-20,2024-02-10 20:00:00.000000 UTC,-8.67,,Netherlands,0.33,paypall,,Apparel,Online,Not Returned,Royal Mail,,Low
840494,SKU_1116,Desk Lamp,-20,2023-06-05 08:00:00.000000 UTC,42.59,,Australia,0.08,paypall,,Accessories,In-store,Not Returned,FedEx,,Low
379772,SKU_1918,Backpack,-20,2025-07-19 07:00:00.000000 UTC,18.39,,Belgium,0.04,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
788284,SKU_1780,USB Cable,-20,2020-12-18 20:00:00.000000 UTC,90.5,,Italy,0.15,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Low
332131,SKU_1598,Wireless Mouse,-20,2021-12-03 04:00:00.000000 UTC,-7.83,,Italy,0.22,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,Low
392575,SKU_1370,Notebook,-20,2020-07-13 01:00:00.000000 UTC,-18.5,,Sweden,0.47,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
371409,SKU_1467,T-shirt,-20,2020-11-30 18:00:00.000000 UTC,67.66,,Germany,0.25,paypall,,Stationery,In-store,Not Returned,UPS,,Low
258244,SKU_1258,USB Cable,-20,2024-03-26 23:00:00.000000 UTC,-71.8,,United States,1.4335505412668856,paypall,,Furniture,Online,Not Returned,DHL,,Medium
188966,SKU_1112,Desk Lamp,-20,2024-05-08 03:00:00.000000 UTC,64.09,,Portugal,0.11,paypall,,Stationery,Online,Not Returned,Royal Mail,,Medium
608965,SKU_1397,Office Chair,-20,2023-01-04 00:00:00.000000 UTC,81.93,,United Kingdom,0.44,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,Medium
640340,SKU_1105,Notebook,-20,2020-05-04 08:00:00.000000 UTC,25.34,,France,0.04,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,Medium
320782,SKU_1195,Backpack,-20,2021-08-26 06:00:00.000000 UTC,54.28,,France,0.23,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Medium
916460,SKU_1439,Desk Lamp,-20,2022-01-07 01:00:00.000000 UTC,-39.82,,Norway,0.41,paypall,,Furniture,In-store,Not Returned,UPS,,Medium
418232,SKU_1994,Wall Clock,-20,2020-04-17 11:00:00.000000 UTC,-34.61,,United States,1.2353601922250523,Bank Transfer,,Electronics,Online,Not Returned,UPS,,Medium
985474,SKU_1533,USB Cable,-20,2025-03-15 15:00:00.000000 UTC,-39.39,,United States,1.3557979467507841,Credit Card,,Accessories,Online,Not Returned,DHL,,Medium
603747,SKU_1861,Notebook,-20,2022-10-05 18:00:00.000000 UTC,82.56,,Netherlands,0.41,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,Medium
115330,SKU_1304,White Mug,-20,2023-02-04 03:00:00.000000 UTC,-51.46,,United Kingdom,0.34,Bank Transfer,,Accessories,In-store,Returned,Royal Mail,,Medium
473235,SKU_1083,Desk Lamp,-20,2025-07-21 03:00:00.000000 UTC,-88.35,,United States,1.4325079336734765,paypall,,Stationery,In-store,Not Returned,Royal Mail,,Medium
301626,SKU_1841,Wall Clock,-20,2025-02-19 23:00:00.000000 UTC,60.07,,Belgium,0.24,paypall,,Apparel,Online,Not Returned,UPS,,Medium
994576,SKU_1978,Blue Pen,-20,2021-06-10 11:00:00.000000 UTC,-95.91,,Spain,1.7073008364454827,Bank Transfer,,Electronics,In-store,Not Returned,FedEx,,Medium
602574,SKU_1757,Wall Clock,-20,2023-01-29 05:00:00.000000 UTC,87.87,,Italy,0.01,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,Medium
531722,SKU_1318,T-shirt,-20,2020-08-14 04:00:00.000000 UTC,-83.02,,Germany,1.8658396752104385,Bank Transfer,,Electronics,Online,Returned,DHL,,Medium
637953,SKU_1131,Desk Lamp,-20,2021-12-15 05:00:00.000000 UTC,26.24,,Belgium,0.18,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,Medium
893477,SKU_1429,Headphones,-20,2023-07-25 13:00:00.000000 UTC,-31.94,,Germany,1.788680511231814,paypall,,Stationery,In-store,Not Returned,DHL,,Medium
274746,SKU_1247,Backpack,-19,2024-02-15 21:00:00.000000 UTC,35.19,,Germany,0.25,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,High
834404,SKU_1346,Headphones,-19,2023-11-12 00:00:00.000000 UTC,86.43,,Italy,0.18,paypall,,Accessories,In-store,Not Returned,UPS,,High
413732,SKU_1819,Desk Lamp,-19,2021-01-22 15:00:00.000000 UTC,-50.71,,Portugal,1.760831284105244,paypall,,Accessories,In-store,Returned,Royal Mail,,High
318969,SKU_1115,Desk Lamp,-19,2020-01-07 23:00:00.000000 UTC,-3.61,,Italy,1.0522543262800625,Credit Card,,Apparel,In-store,Not Returned,UPS,,High
228544,SKU_1367,Notebook,-19,2022-05-21 11:00:00.000000 UTC,17.06,,Sweden,0.29,paypall,,Apparel,Online,Not Returned,FedEx,,High
276682,SKU_1481,Headphones,-19,2022-01-27 08:00:00.000000 UTC,69.83,,Norway,0.15,paypall,,Apparel,Online,Not Returned,UPS,,High
799445,SKU_1871,Wall Clock,-19,2023-01-23 19:00:00.000000 UTC,-15.69,,United States,1.319038677419019,paypall,,Apparel,Online,Not Returned,FedEx,,High
155063,SKU_1696,Headphones,-19,2021-08-13 04:00:00.000000 UTC,-77.14,,Netherlands,1.7259939719109254,Credit Card,,Electronics,In-store,Not Returned,DHL,,High
519386,SKU_1319,USB Cable,-19,2022-09-23 23:00:00.000000 UTC,23.36,,Belgium,0.11,Credit Card,,Apparel,Online,Not Returned,FedEx,,High
954259,SKU_1397,Blue Pen,-19,2023-03-20 18:00:00.000000 UTC,26.47,,Sweden,0.18,Credit Card,,Stationery,In-store,Not Returned,UPS,,High
149887,SKU_1343,Wall Clock,-19,2024-01-11 21:00:00.000000 UTC,-60.18,,France,1.8331557176384665,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,High
669494,SKU_1599,Desk Lamp,-19,2022-02-27 09:00:00.000000 UTC,-4.82,,Netherlands,1.5472344825680167,Bank Transfer,,Stationery,In-store,Not Returned,Royal Mail,,High
758816,SKU_1098,Blue Pen,-19,2024-07-01 01:00:00.000000 UTC,67.53,,Norway,0.42,Bank Transfer,,Stationery,Online,Not Returned,UPS,,High
653119,SKU_1539,Desk Lamp,-19,2025-05-24 18:00:00.000000 UTC,-21.42,,France,1.8535253824059206,paypall,,Electronics,In-store,Not Returned,FedEx,,High
300122,SKU_1094,White Mug,-19,2023-02-04 16:00:00.000000 UTC,25.68,,Belgium,0.16,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,High
555563,SKU_1259,Backpack,-19,2024-07-19 17:00:00.000000 UTC,-95.69,,Italy,1.6597266411730369,Bank Transfer,,Accessories,Online,Not Returned,DHL,,Low
133064,SKU_1111,Wall Clock,-19,2022-01-10 19:00:00.000000 UTC,-90.24,,Germany,1.7979890971735975,paypall,,Accessories,In-store,Returned,DHL,,Low
244444,SKU_1977,Blue Pen,-19,2022-10-28 13:00:00.000000 UTC,-84.74,,Netherlands,1.9877831129233687,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,Low
540991,SKU_1426,Headphones,-19,2020-06-19 11:00:00.000000 UTC,29.24,,Portugal,0.37,paypall,,Stationery,Online,Not Returned,FedEx,,Low
103631,SKU_1815,Notebook,-19,2020-05-06 01:00:00.000000 UTC,79.42,,Germany,0.46,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Low
250990,SKU_1822,Wall Clock,-19,2023-06-09 16:00:00.000000 UTC,-75.91,,Portugal,0.38,paypall,,Furniture,Online,Not Returned,UPS,,Low
967471,SKU_1536,Notebook,-19,2025-05-08 05:00:00.000000 UTC,-99.09,,Spain,1.4044611797319997,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
773832,SKU_1391,White Mug,-19,2022-01-26 15:00:00.000000 UTC,43.14,,Norway,0.36,Credit Card,,Stationery,In-store,Not Returned,DHL,,Low
419475,SKU_1736,Notebook,-19,2022-08-06 09:00:00.000000 UTC,-65.47,,Australia,1.3868201769364947,paypall,,Stationery,Online,Not Returned,DHL,,Low
667044,SKU_1907,White Mug,-19,2022-02-25 08:00:00.000000 UTC,-28.49,,France,1.2640202390028075,paypall,,Accessories,In-store,Not Returned,UPS,,Low
